GlobalAyahNo,SurahNameEnglish,SurahNameArabic,SurahAyahRefNumeric,SurahAyahRefArabic,ArabicText,Translation,GlyphV1,GlyphV2,PageNoEnglish,PageNoArabic
4559,Surah Muhammad,سورة محمد,47:14,٤٧:١٤,أَفَمَن كَانَ عَلَىٰ بَیِّنَةࣲ مِّن رَّبِّهِۦ كَمَن زُیِّنَ لَهُۥ سُوۤءُ عَمَلِهِۦ وَٱتَّبَعُوۤا۟ أَهۡوَاۤءَهُم ۝١٤,"Is then one who is on a clear (Path) from his Lord, no better than one to whom the evil of his conduct seems pleasing, and such as follow their own lusts?",ﭸﭹﭺﭻﭼﭽﭾﭿﮀﮁﮂﮃﮄﮅ,ﱨﱩﱪﱫﱬﱭﱮﱯﱰﱱﱲﱳﱴﱵ,508,٥٠٨
4560,Surah Muhammad,سورة محمد,47:15,٤٧:١٥,مَّثَلُ ٱلۡجَنَّةِ ٱلَّتِی وُعِدَ ٱلۡمُتَّقُونَۖ فِیهَاۤ أَنۡهَـٰرࣱ مِّن مَّاۤءٍ غَیۡرِ ءَاسِنࣲ وَأَنۡهَـٰرࣱ مِّن لَّبَنࣲ لَّمۡ یَتَغَیَّرۡ طَعۡمُهُۥ وَأَنۡهَـٰرࣱ مِّنۡ خَمۡرࣲ لَّذَّةࣲ لِّلشَّـٰرِبِینَ وَأَنۡهَـٰرࣱ مِّنۡ عَسَلࣲ مُّصَفࣰّىۖ وَلَهُمۡ فِیهَا مِن كُلِّ ٱلثَّمَرَ ٰ⁠تِ وَمَغۡفِرَةࣱ مِّن رَّبِّهِمۡۖ كَمَنۡ هُوَ خَـٰلِدࣱ فِی ٱلنَّارِ وَسُقُوا۟ مَاۤءً حَمِیمࣰا فَقَطَّعَ أَمۡعَاۤءَهُمۡ ۝١٥,"(Here is) a Parable of the Garden which the righteous are promised: in it are rivers of water incorruptible; rivers of milk of which the taste never changes; rivers of wine, a joy to those who drink; and rivers of honey pure and clear. In it there are for them all kinds of fruits; and Grace from their Lord. (Can those in such Bliss) be compared to such as shall dwell for ever in the Fire, and be given, to drink, boiling water, so that it cuts up their bowels (to pieces)?",ﮆﮇﮈﮉﮊﮋﮌﮍﮎﮏﮐﮑﮒﮓﮔﮕﮖﮗﮘﮙﮚﮛﮜﮝﮞﮟﮠﮡﮢﮣﮤﮥﮦﮧﮨﮩﮪﮫﮬﮭﮮﮯﮰﮱﯓﯔﯕﯖ,ﱶﱷﱸﱹﱺﱻﱼﱽﱾﱿﲀﲁﲂﲃﲄﲅﲆﲇﲈﲉﲊﲋﲌﲍﲎﲏﲐﲑﲒﲓﲔﲕﲖﲗﲘﲙﲚﲛﲜﲝﲞﲟﲠﲡﲢﲣﲤﲥ,508,٥٠٨
4561,Surah Muhammad,سورة محمد,47:16,٤٧:١٦,وَمِنۡهُم مَّن یَسۡتَمِعُ إِلَیۡكَ حَتَّىٰۤ إِذَا خَرَجُوا۟ مِنۡ عِندِكَ قَالُوا۟ لِلَّذِینَ أُوتُوا۟ ٱلۡعِلۡمَ مَاذَا قَالَ ءَانِفًاۚ أُو۟لَـٰۤىِٕكَ ٱلَّذِینَ طَبَعَ ٱللَّهُ عَلَىٰ قُلُوبِهِمۡ وَٱتَّبَعُوۤا۟ أَهۡوَاۤءَهُمۡ ۝١٦,"And among them are men who listen to thee, but in the end, when they go out from thee, they say to those who have received Knowledge, ""What is it he said just then?"" Such are men whose hearts Allah has sealed, and who follow their own lusts.",ﯗﯘﯙﯚﯛﯜﯝﯞﯟﯠﯡﯢﯣﯤﯥﯦﯧﯨﯩﯪﯫﯬﯭﯮﯯﯰ,ﲦﲧﲨﲩﲪﲫﲬﲭﲮﲯﲰﲱﲲﲳﲴﲵﲶﲷﲸﲹﲺﲻﲼﲽﲾﲿ,508,٥٠٨
4562,Surah Muhammad,سورة محمد,47:17,٤٧:١٧,وَٱلَّذِینَ ٱهۡتَدَوۡا۟ زَادَهُمۡ هُدࣰى وَءَاتَىٰهُمۡ تَقۡوَىٰهُمۡ ۝١٧,"But to those who receive Guidance, He increases the (light of) Guidance, and bestows on them their Piety and Restraint (from evil).",ﯱﯲﯳﯴﯵﯶﯷ,ﳀﳁﳂﳃﳄﳅﳆ,508,٥٠٨
4563,Surah Muhammad,سورة محمد,47:18,٤٧:١٨,فَهَلۡ یَنظُرُونَ إِلَّا ٱلسَّاعَةَ أَن تَأۡتِیَهُم بَغۡتَةࣰۖ فَقَدۡ جَاۤءَ أَشۡرَاطُهَاۚ فَأَنَّىٰ لَهُمۡ إِذَا جَاۤءَتۡهُمۡ ذِكۡرَىٰهُمۡ ۝١٨,"Do they then only wait for the Hour,- that it should come on them of a sudden? But already have come some tokens thereof, and when it (actually) is on them, how can they benefit then by their admonition?",ﯸﯹﯺﯻﯼﯽﯾﯿﰀﰁﰂﰃﰄﰅﰆﰇﰈﰉ,ﳇﳈﳉﳊﳋﳌﳍﳎﳏﳐﳑﳒﳓﳔﳕﳖﳗﳘ,508,٥٠٨
4564,Surah Muhammad,سورة محمد,47:19,٤٧:١٩,فَٱعۡلَمۡ أَنَّهُۥ لَاۤ إِلَـٰهَ إِلَّا ٱللَّهُ وَٱسۡتَغۡفِرۡ لِذَنۢبِكَ وَلِلۡمُؤۡمِنِینَ وَٱلۡمُؤۡمِنَـٰتِۗ وَٱللَّهُ یَعۡلَمُ مُتَقَلَّبَكُمۡ وَمَثۡوَىٰكُمۡ ۝١٩,"Know, therefore, that there is no god but Allah, and ask forgiveness for thy fault, and for the men and women who believe: for Allah knows how ye move about and how ye dwell in your homes.",ﰊﰋﰌﰍﰎﰏﰐﰑﰒﰓﰔﰕﰖﰗﰘﰙ,ﳙﳚﳛﳜﳝﳞﳟﳠﳡﳢﳣﳤﳥﳦﳧﳨ,508,٥٠٨
4565,Surah Muhammad,سورة محمد,47:20,٤٧:٢٠,وَیَقُولُ ٱلَّذِینَ ءَامَنُوا۟ لَوۡلَا نُزِّلَتۡ سُورَةࣱۖ فَإِذَاۤ أُنزِلَتۡ سُورَةࣱ مُّحۡكَمَةࣱ وَذُكِرَ فِیهَا ٱلۡقِتَالُ رَأَیۡتَ ٱلَّذِینَ فِی قُلُوبِهِم مَّرَضࣱ یَنظُرُونَ إِلَیۡكَ نَظَرَ ٱلۡمَغۡشِیِّ عَلَیۡهِ مِنَ ٱلۡمَوۡتِۖ فَأَوۡلَىٰ لَهُمۡ ۝٢٠,"Those who believe say, ""Why is not a sura sent down (for us)?"" But when a sura of basic or categorical meaning is revealed, and fighting is mentioned therein, thou wilt see those in whose hearts is a disease looking at thee with a look of one in swoon at the approach of death. But more fitting for them-",ﭑﭒﭓﭔﭕﭖﭗﭘﭙﭚﭛﭜﭝﭞﭟﭠﭡﭢﭣﭤﭥﭦﭧﭨﭩﭪﭫﭬﭭﭮﭯ,ﱁﱂﱃﱄﱅﱆﱇﱈﱉﱊﱋﱌﱍﱎﱏﱐﱑﱒﱓﱔﱕﱖﱗﱘﱙﱚﱛﱜﱝﱞ,509,٥٠٩
4566,Surah Muhammad,سورة محمد,47:21,٤٧:٢١,طَاعَةࣱ وَقَوۡلࣱ مَّعۡرُوفࣱۚ فَإِذَا عَزَمَ ٱلۡأَمۡرُ فَلَوۡ صَدَقُوا۟ ٱللَّهَ لَكَانَ خَیۡرࣰا لَّهُمۡ ۝٢١,"Were it to obey and say what is just, and when a matter is resolved on, it were best for them if they were true to Allah.",ﭰﭱﭲﭳﭴﭵﭶﭷﭸﭹﭺﭻﭼﭽ,ﱟﱠﱡﱢﱣﱤﱥﱦﱧﱨﱩﱪﱫﱬ,509,٥٠٩
4567,Surah Muhammad,سورة محمد,47:22,٤٧:٢٢,فَهَلۡ عَسَیۡتُمۡ إِن تَوَلَّیۡتُمۡ أَن تُفۡسِدُوا۟ فِی ٱلۡأَرۡضِ وَتُقَطِّعُوۤا۟ أَرۡحَامَكُمۡ ۝٢٢,"Then, is it to be expected of you, if ye were put in authority, that ye will do mischief in the land, and break your ties of kith and kin?",ﭾﭿﮀﮁﮂﮃﮄﮅﮆﮇﮈ,ﱭﱮﱯﱰﱱﱲﱳﱴﱵﱶﱷ,509,٥٠٩
4568,Surah Muhammad,سورة محمد,47:23,٤٧:٢٣,أُو۟لَـٰۤىِٕكَ ٱلَّذِینَ لَعَنَهُمُ ٱللَّهُ فَأَصَمَّهُمۡ وَأَعۡمَىٰۤ أَبۡصَـٰرَهُمۡ ۝٢٣,Such are the men whom Allah has cursed for He has made them deaf and blinded their sight.,ﮉﮊﮋﮌﮍﮎﮏﮐ,ﱸﱹﱺﱻﱼﱽﱾﱿ,509,٥٠٩
4569,Surah Muhammad,سورة محمد,47:24,٤٧:٢٤,أَفَلَا یَتَدَبَّرُونَ ٱلۡقُرۡءَانَ أَمۡ عَلَىٰ قُلُوبٍ أَقۡفَالُهَاۤ ۝٢٤,"Do they not then earnestly seek to understand the Qur´an, or are their hearts locked up by them?",ﮑﮒﮓﮔﮕﮖﮗﮘ,ﲀﲁﲂﲃﲄﲅﲆﲇ,509,٥٠٩
4570,Surah Muhammad,سورة محمد,47:25,٤٧:٢٥,إِنَّ ٱلَّذِینَ ٱرۡتَدُّوا۟ عَلَىٰۤ أَدۡبَـٰرِهِم مِّنۢ بَعۡدِ مَا تَبَیَّنَ لَهُمُ ٱلۡهُدَى ٱلشَّیۡطَـٰنُ سَوَّلَ لَهُمۡ وَأَمۡلَىٰ لَهُمۡ ۝٢٥,"Those who turn back as apostates after Guidance was clearly shown to them,- the Evil One has instigated them and busied them up with false hopes.",ﮙﮚﮛﮜﮝﮞﮟﮠﮡﮢﮣﮤﮥﮦﮧﮨﮩﮪ,ﲈﲉﲊﲋﲌﲍﲎﲏﲐﲑﲒﲓﲔﲕﲖﲗﲘ,509,٥٠٩
4571,Surah Muhammad,سورة محمد,47:26,٤٧:٢٦,ذَ ٰ⁠لِكَ بِأَنَّهُمۡ قَالُوا۟ لِلَّذِینَ كَرِهُوا۟ مَا نَزَّلَ ٱللَّهُ سَنُطِیعُكُمۡ فِی بَعۡضِ ٱلۡأَمۡرِۖ وَٱللَّهُ یَعۡلَمُ إِسۡرَارَهُمۡ ۝٢٦,"This, because they said to those who hate what Allah has revealed, ""We will obey you in part of (this) matter""; but Allah knows their (inner) secrets.",ﮫﮬﮭﮮﮯﮰﮱﯓﯔﯕﯖﯗﯘﯙﯚﯛﯜ,ﲙﲚﲛﲜﲝﲞﲟﲠﲡﲢﲣﲤﲥﲦﲧﲨﲩ,509,٥٠٩
4572,Surah Muhammad,سورة محمد,47:27,٤٧:٢٧,فَكَیۡفَ إِذَا تَوَفَّتۡهُمُ ٱلۡمَلَـٰۤىِٕكَةُ یَضۡرِبُونَ وُجُوهَهُمۡ وَأَدۡبَـٰرَهُمۡ ۝٢٧,"But how (will it be) when the angels take their souls at death, and smite their faces and their backs?",ﯝﯞﯟﯠﯡﯢﯣﯤ,ﲪﲫﲬﲭﲮﲯﲰﲱ,509,٥٠٩
4573,Surah Muhammad,سورة محمد,47:28,٤٧:٢٨,ذَ ٰ⁠لِكَ بِأَنَّهُمُ ٱتَّبَعُوا۟ مَاۤ أَسۡخَطَ ٱللَّهَ وَكَرِهُوا۟ رِضۡوَ ٰ⁠نَهُۥ فَأَحۡبَطَ أَعۡمَـٰلَهُمۡ ۝٢٨,"This because they followed that which called forth the Wrath of Allah, and they hated Allah´s good pleasure; so He made their deeds of no effect.",ﯥﯦﯧﯨﯩﯪﯫﯬﯭﯮﯯ,ﲲﲳﲴﲵﲶﲷﲸﲹﲺﲻﲼ,509,٥٠٩
4574,Surah Muhammad,سورة محمد,47:29,٤٧:٢٩,أَمۡ حَسِبَ ٱلَّذِینَ فِی قُلُوبِهِم مَّرَضٌ أَن لَّن یُخۡرِجَ ٱللَّهُ أَضۡغَـٰنَهُمۡ ۝٢٩,"Or do those in whose hearts is a disease, think that Allah will not bring to light all their rancour?",ﯰﯱﯲﯳﯴﯵﯶﯷﯸﯹﯺﯻ,ﲽﲾﲿﳀﳁﳂﳃﳄﳅﳆﳇﳈ,509,٥٠٩
4575,Surah Muhammad,سورة محمد,47:30,٤٧:٣٠,وَلَوۡ نَشَاۤءُ لَأَرَیۡنَـٰكَهُمۡ فَلَعَرَفۡتَهُم بِسِیمَـٰهُمۡۚ وَلَتَعۡرِفَنَّهُمۡ فِی لَحۡنِ ٱلۡقَوۡلِۚ وَٱللَّهُ یَعۡلَمُ أَعۡمَـٰلَكُمۡ ۝٣٠,"Had We so wiled, We could have shown them up to thee, and thou shouldst have known them by their marks: but surely thou wilt know them by the tone of their speech! And Allah knows all that ye do.",ﭑﭒﭓﭔﭕﭖﭗﭘﭙﭚﭛﭜﭝﭞﭟ,ﱁﱂﱃﱄﱅﱆﱇﱈﱉﱊﱋﱌﱍﱎﱏ,510,٥١٠
4576,Surah Muhammad,سورة محمد,47:31,٤٧:٣١,وَلَنَبۡلُوَنَّكُمۡ حَتَّىٰ نَعۡلَمَ ٱلۡمُجَـٰهِدِینَ مِنكُمۡ وَٱلصَّـٰبِرِینَ وَنَبۡلُوَا۟ أَخۡبَارَكُمۡ ۝٣١,And We shall try you until We test those among you who strive their utmost and persevere in patience; and We shall try your reported (mettle).,ﭠﭡﭢﭣﭤﭥﭦﭧﭨ,ﱐﱑﱒﱓﱔﱕﱖﱗﱘ,510,٥١٠
4577,Surah Muhammad,سورة محمد,47:32,٤٧:٣٢,إِنَّ ٱلَّذِینَ كَفَرُوا۟ وَصَدُّوا۟ عَن سَبِیلِ ٱللَّهِ وَشَاۤقُّوا۟ ٱلرَّسُولَ مِنۢ بَعۡدِ مَا تَبَیَّنَ لَهُمُ ٱلۡهُدَىٰ لَن یَضُرُّوا۟ ٱللَّهَ شَیۡـࣰٔا وَسَیُحۡبِطُ أَعۡمَـٰلَهُمۡ ۝٣٢,"Those who reject Allah, hinder (men) from the Path of Allah, and resist the Messenger, after Guidance has been clearly shown to them, will not injure Allah in the least, but He will make their deeds of no effect.",ﭩﭪﭫﭬﭭﭮﭯﭰﭱﭲﭳﭴﭵﭶﭷﭸﭹﭺﭻﭼﭽﭾ,ﱙﱚﱛﱜﱝﱞﱟﱠﱡﱢﱣﱤﱥﱦﱧﱨﱩﱪﱫﱬﱭﱮ,510,٥١٠
4578,Surah Muhammad,سورة محمد,47:33,٤٧:٣٣,۞ یَـٰۤأَیُّهَا ٱلَّذِینَ ءَامَنُوۤا۟ أَطِیعُوا۟ ٱللَّهَ وَأَطِیعُوا۟ ٱلرَّسُولَ وَلَا تُبۡطِلُوۤا۟ أَعۡمَـٰلَكُمۡ ۝٣٣,"O ye who believe! Obey Allah, and obey the messenger, and make not vain your deeds!",ﭿﮀﮁﮂﮃﮄﮅﮆﮇﮈﮉﮊ,ﱯﱰﱱﱲﱳﱴﱵﱶﱷﱸﱹﱺ,510,٥١٠
4579,Surah Muhammad,سورة محمد,47:34,٤٧:٣٤,إِنَّ ٱلَّذِینَ كَفَرُوا۟ وَصَدُّوا۟ عَن سَبِیلِ ٱللَّهِ ثُمَّ مَاتُوا۟ وَهُمۡ كُفَّارࣱ فَلَن یَغۡفِرَ ٱللَّهُ لَهُمۡ ۝٣٤,"Those who reject Allah, and hinder (men) from the Path of Allah, then die rejecting Allah,- Allah will not forgive them.",ﮋﮌﮍﮎﮏﮐﮑﮒﮓﮔﮕﮖﮗﮘﮙﮚ,ﱻﱼﱽﱾﱿﲀﲁﲂﲃﲄﲅﲆﲇﲈﲉﲊ,510,٥١٠
4580,Surah Muhammad,سورة محمد,47:35,٤٧:٣٥,فَلَا تَهِنُوا۟ وَتَدۡعُوۤا۟ إِلَى ٱلسَّلۡمِ وَأَنتُمُ ٱلۡأَعۡلَوۡنَ وَٱللَّهُ مَعَكُمۡ وَلَن یَتِرَكُمۡ أَعۡمَـٰلَكُمۡ ۝٣٥,"Be not weary and faint-hearted, crying for peace, when ye should be uppermost: for Allah is with you, and will never put you in loss for your (good) deeds.",ﮛﮜﮝﮞﮟﮠﮡﮢﮣﮤﮥﮦﮧ,ﲋﲌﲍﲎﲏﲐﲑﲒﲓﲔﲕﲖﲗ,510,٥١٠
4581,Surah Muhammad,سورة محمد,47:36,٤٧:٣٦,إِنَّمَا ٱلۡحَیَوٰةُ ٱلدُّنۡیَا لَعِبࣱ وَلَهۡوࣱۚ وَإِن تُؤۡمِنُوا۟ وَتَتَّقُوا۟ یُؤۡتِكُمۡ أُجُورَكُمۡ وَلَا یَسۡـَٔلۡكُمۡ أَمۡوَ ٰ⁠لَكُمۡ ۝٣٦,"The life of this world is but play and amusement: and if ye believe and guard against Evil, He will grant you your recompense, and will not ask you (to give up) your possessions.",ﮨﮩﮪﮫﮬﮭﮮﮯﮰﮱﯓﯔﯕﯖﯗ,ﲘﲙﲚﲛﲜﲝﲞﲟﲠﲡﲢﲣﲤﲥﲦ,510,٥١٠
4582,Surah Muhammad,سورة محمد,47:37,٤٧:٣٧,إِن یَسۡـَٔلۡكُمُوهَا فَیُحۡفِكُمۡ تَبۡخَلُوا۟ وَیُخۡرِجۡ أَضۡغَـٰنَكُمۡ ۝٣٧,"If He were to ask you for all of them, and press you, ye would covetously withhold, and He would bring out all your ill-feeling.",ﯘﯙﯚﯛﯜﯝﯞ,ﲧﲨﲩﲪﲫﲬﲭ,510,٥١٠
4583,Surah Muhammad,سورة محمد,47:38,٤٧:٣٨,هَـٰۤأَنتُمۡ هَـٰۤؤُلَاۤءِ تُدۡعَوۡنَ لِتُنفِقُوا۟ فِی سَبِیلِ ٱللَّهِ فَمِنكُم مَّن یَبۡخَلُۖ وَمَن یَبۡخَلۡ فَإِنَّمَا یَبۡخَلُ عَن نَّفۡسِهِۦۚ وَٱللَّهُ ٱلۡغَنِیُّ وَأَنتُمُ ٱلۡفُقَرَاۤءُۚ وَإِن تَتَوَلَّوۡا۟ یَسۡتَبۡدِلۡ قَوۡمًا غَیۡرَكُمۡ ثُمَّ لَا یَكُونُوۤا۟ أَمۡثَـٰلَكُم ۝٣٨,"Behold, ye are those invited to spend (of your substance) in the Way of Allah: But among you are some that are niggardly. But any who are niggardly are so at the expense of their own souls. But Allah is free of all wants, and it is ye that are needy. If ye turn back (from the Path), He will substitute in your stead another people; then they would not be like you!",ﯟﯠﯡﯢﯣﯤﯥﯦﯧﯨﯩﯪﯫﯬﯭﯮﯯﯰﯱﯲﯳﯴﯵﯶﯷﯸﯹﯺﯻﯼﯽﯾﯿ,ﲮﲯﲰﲱﲲﲳﲴﲵﲶﲷﲸﲹﲺﲻﲼﲽﲾﲿﳀﳁﳂﳃﳄﳅﳆﳇﳈﳉﳊﳋﳌﳍﳎ,510,٥١٠
4584,Surah Al-Fath,سورة الفتح,48:1,٤٨:١,إِنَّا فَتَحۡنَا لَكَ فَتۡحࣰا مُّبِینࣰا ۝١,Verily We have granted thee a manifest Victory:,ﭑﭒﭓﭔﭕﭖ,ﱁﱂﱃﱄﱅﱆ,511,٥١١
4585,Surah Al-Fath,سورة الفتح,48:2,٤٨:٢,لِّیَغۡفِرَ لَكَ ٱللَّهُ مَا تَقَدَّمَ مِن ذَنۢبِكَ وَمَا تَأَخَّرَ وَیُتِمَّ نِعۡمَتَهُۥ عَلَیۡكَ وَیَهۡدِیَكَ صِرَ ٰ⁠طࣰا مُّسۡتَقِیمࣰا ۝٢,That Allah may forgive thee thy faults of the past and those to follow; fulfil His favour to thee; and guide thee on the Straight Way;,ﭗﭘﭙﭚﭛﭜﭝﭞﭟﭠﭡﭢﭣﭤﭥﭦ,ﱇﱈﱉﱊﱋﱌﱍﱎﱏﱐﱑﱒﱓﱔﱕﱖ,511,٥١١
4586,Surah Al-Fath,سورة الفتح,48:3,٤٨:٣,وَیَنصُرَكَ ٱللَّهُ نَصۡرًا عَزِیزًا ۝٣,And that Allah may help thee with powerful help.,ﭧﭨﭩﭪﭫ,ﱗﱘﱙﱚﱛ,511,٥١١
4587,Surah Al-Fath,سورة الفتح,48:4,٤٨:٤,هُوَ ٱلَّذِیۤ أَنزَلَ ٱلسَّكِینَةَ فِی قُلُوبِ ٱلۡمُؤۡمِنِینَ لِیَزۡدَادُوۤا۟ إِیمَـٰنࣰا مَّعَ إِیمَـٰنِهِمۡۗ وَلِلَّهِ جُنُودُ ٱلسَّمَـٰوَ ٰ⁠تِ وَٱلۡأَرۡضِۚ وَكَانَ ٱللَّهُ عَلِیمًا حَكِیمࣰا ۝٤,"It is He Who sent down tranquillity into the hearts of the Believers, that they may add faith to their faith;- for to Allah belong the Forces of the heavens and the earth; and Allah is Full of Knowledge and Wisdom;-",ﭬﭭﭮﭯﭰﭱﭲﭳﭴﭵﭶﭷﭸﭹﭺﭻﭼﭽﭾﭿﮀﮁ,ﱜﱝﱞﱟﱠﱡﱢﱣﱤﱥﱦﱧﱨﱩﱪﱫﱬﱭﱮﱯﱰﱱ,511,٥١١
4588,Surah Al-Fath,سورة الفتح,48:5,٤٨:٥,لِّیُدۡخِلَ ٱلۡمُؤۡمِنِینَ وَٱلۡمُؤۡمِنَـٰتِ جَنَّـٰتࣲ تَجۡرِی مِن تَحۡتِهَا ٱلۡأَنۡهَـٰرُ خَـٰلِدِینَ فِیهَا وَیُكَفِّرَ عَنۡهُمۡ سَیِّـَٔاتِهِمۡۚ وَكَانَ ذَ ٰ⁠لِكَ عِندَ ٱللَّهِ فَوۡزًا عَظِیمࣰا ۝٥,"That He may admit the men and women who believe, to Gardens beneath which rivers flow, to dwell therein for aye, and remove their ills from them;- and that is, in the sight of Allah, the highest achievement (for man),-",ﮂﮃﮄﮅﮆﮇﮈﮉﮊﮋﮌﮍﮎﮏﮐﮑﮒﮓﮔﮕﮖ,ﱲﱳﱴﱵﱶﱷﱸﱹﱺﱻﱼﱽﱾﱿﲀﲁﲂﲃﲄﲅﲆ,511,٥١١
4589,Surah Al-Fath,سورة الفتح,48:6,٤٨:٦,وَیُعَذِّبَ ٱلۡمُنَـٰفِقِینَ وَٱلۡمُنَـٰفِقَـٰتِ وَٱلۡمُشۡرِكِینَ وَٱلۡمُشۡرِكَـٰتِ ٱلظَّاۤنِّینَ بِٱللَّهِ ظَنَّ ٱلسَّوۡءِۚ عَلَیۡهِمۡ دَاۤىِٕرَةُ ٱلسَّوۡءِۖ وَغَضِبَ ٱللَّهُ عَلَیۡهِمۡ وَلَعَنَهُمۡ وَأَعَدَّ لَهُمۡ جَهَنَّمَۖ وَسَاۤءَتۡ مَصِیرࣰا ۝٦,"And that He may punish the Hypocrites, men and women, and the Polytheists men and women, who imagine an evil opinion of Allah. On them is a round of Evil: the Wrath of Allah is on them: He has cursed them and got Hell ready for them: and evil is it for a destination.",ﮗﮘﮙﮚﮛﮜﮝﮞﮟﮠﮡﮢﮣﮤﮥﮦﮧﮨﮩﮪﮫﮬﮭﮮﮯ,ﲇﲈﲉﲊﲋﲌﲍﲎﲏﲐﲑﲒﲓﲔﲕﲖﲗﲘﲙﲚﲛﲜﲝﲞﲟ,511,٥١١
4590,Surah Al-Fath,سورة الفتح,48:7,٤٨:٧,وَلِلَّهِ جُنُودُ ٱلسَّمَـٰوَ ٰ⁠تِ وَٱلۡأَرۡضِۚ وَكَانَ ٱللَّهُ عَزِیزًا حَكِیمًا ۝٧,"For to Allah belong the Forces of the heavens and the earth; and Allah is Exalted in Power, Full of Wisdom.",ﮰﮱﯓﯔﯕﯖﯗﯘﯙﯚ,ﲠﲡﲢﲣﲤﲥﲦﲧﲨﲩ,511,٥١١
4591,Surah Al-Fath,سورة الفتح,48:8,٤٨:٨,إِنَّاۤ أَرۡسَلۡنَـٰكَ شَـٰهِدࣰا وَمُبَشِّرࣰا وَنَذِیرࣰا ۝٨,"We have truly sent thee as a witness, as a bringer of Glad Tidings, and as a Warner:",ﯛﯜﯝﯞﯟﯠ,ﲪﲫﲬﲭﲮﲯ,511,٥١١
4592,Surah Al-Fath,سورة الفتح,48:9,٤٨:٩,لِّتُؤۡمِنُوا۟ بِٱللَّهِ وَرَسُولِهِۦ وَتُعَزِّرُوهُ وَتُوَقِّرُوهُۚ وَتُسَبِّحُوهُ بُكۡرَةࣰ وَأَصِیلًا ۝٩,"In order that ye (O men) may believe in Allah and His Messenger, that ye may assist and honour Him, and celebrate His praise morning and evening.",ﯡﯢﯣﯤﯥﯦﯧﯨﯩ,ﲰﲱﲲﲳﲴﲵﲶﲷﲸﲹ,511,٥١١
4593,Surah Al-Fath,سورة الفتح,48:10,٤٨:١٠,إِنَّ ٱلَّذِینَ یُبَایِعُونَكَ إِنَّمَا یُبَایِعُونَ ٱللَّهَ یَدُ ٱللَّهِ فَوۡقَ أَیۡدِیهِمۡۚ فَمَن نَّكَثَ فَإِنَّمَا یَنكُثُ عَلَىٰ نَفۡسِهِۦۖ وَمَنۡ أَوۡفَىٰ بِمَا عَـٰهَدَ عَلَیۡهُ ٱللَّهَ فَسَیُؤۡتِیهِ أَجۡرًا عَظِیمࣰا ۝١٠,"Verily those who plight their fealty to thee do no less than plight their fealty to Allah: the Hand of Allah is over their hands: then any one who violates his oath, does so to the harm of his own soul, and any one who fulfils what he has covenanted with Allah,- Allah will soon grant him a great Reward.",ﭑﭒﭓﭔﭕﭖﭗﭘﭙﭚﭛﭜﭝﭞﭟﭠﭡﭢﭣﭤﭥﭦﭧﭨﭩﭪﭫﭬ,ﱁﱂﱃﱄﱅﱆﱇﱈﱉﱊﱋﱌﱍﱎﱏﱐﱑﱒﱓﱔﱕﱖﱗﱘﱙﱚﱛﱜ,512,٥١٢
4594,Surah Al-Fath,سورة الفتح,48:11,٤٨:١١,سَیَقُولُ لَكَ ٱلۡمُخَلَّفُونَ مِنَ ٱلۡأَعۡرَابِ شَغَلَتۡنَاۤ أَمۡوَ ٰ⁠لُنَا وَأَهۡلُونَا فَٱسۡتَغۡفِرۡ لَنَاۚ یَقُولُونَ بِأَلۡسِنَتِهِم مَّا لَیۡسَ فِی قُلُوبِهِمۡۚ قُلۡ فَمَن یَمۡلِكُ لَكُم مِّنَ ٱللَّهِ شَیۡـًٔا إِنۡ أَرَادَ بِكُمۡ ضَرًّا أَوۡ أَرَادَ بِكُمۡ نَفۡعَۢاۚ بَلۡ كَانَ ٱللَّهُ بِمَا تَعۡمَلُونَ خَبِیرَۢا ۝١١,"The desert Arabs who lagged behind will say to thee: ""We were engaged in (looking after) our flocks and herds, and our families: do thou then ask forgiveness for us."" They say with their tongues what is not in their hearts. Say: ""Who then has any power at all (to intervene) on your behalf with Allah, if His Will is to give you some loss or to give you some profit? But Allah is well acquainted with all that ye do.",ﭭﭮﭯﭰﭱﭲﭳﭴﭵﭶﭷﭸﭹﭺﭻﭼﭽﭾﭿﮀﮁﮂﮃﮄﮅﮆﮇﮈﮉﮊﮋﮌﮍﮎﮏﮐﮑﮒﮓﮔﮕ,ﱝﱞﱟﱠﱡﱢﱣﱤﱥﱦﱧﱨﱩﱪﱫﱬﱭﱮﱯﱰﱱﱲﱳﱴﱵﱶﱷﱸﱹﱺﱻﱼﱽﱾﱿﲀﲁﲂﲃﲄﲅ,512,٥١٢
